report_number,driver_at_fault,speed_limit,vehicle_year
MCP3148001D,Yes,15,2019
MCP3148001D,No,15,2016
MCP1465004F,No,0,2016
MCP1465004F,Yes,0,2017
MCP28370032,Yes,40,2018
MCP28370032,No,40,2017
MCP3164001Q,Unknown,35,2008
MCP3164001Q,Unknown,35,2018
MCP3005004K,Yes,35,2017
MCP3005004K,No,35,1998
MCP23530071,Yes,35,2015
MCP23530071,No,35,2016
MCP2107002F,Yes,30,2006
MCP2107002F,No,30,2001
MCP3099001L,No,35,2017
MCP3099001L,Yes,35,2002
MCP2365001B,No,40,2014
MCP2365001B,Yes,40,2012
MCP2603002S,Yes,5,2018
MCP26900026,Yes,20,2018
MCP3162002H,Yes,25,0
MCP3162002H,No,25,2007
DD5634001W,Yes,25,2010
MCP204600B0,Yes,25,2016
MCP9321002Z,Yes,10,2014
MCP2689005M,Yes,45,2004
MCP2689005M,No,40,2016
MCP2683003R,No,55,2005
MCP2683003R,No,55,2007
MCP2683003R,Yes,55,2018
MCP2683003R,No,55,2013
MCP2683003R,No,55,2016
MCP2877006Y,Yes,35,2018
MCP2877006Y,No,35,2006
MCP3086002L,Yes,35,2012
MCP3086002L,No,35,2014
MCP09610019,Yes,35,2000
MCP09610019,No,35,2010
MCP23960038,No,35,2016
MCP23960038,Yes,35,2004
MCP11190072,Yes,25,2015
MCP102200CH,Yes,25,2011
MCP102200CH,No,25,2019
MCP3115002R,Yes,25,2019
MCP26390076,Yes,25,2006
MCP2177003V,No,35,2016
MCP2177003V,Yes,35,2018
MCP9113004Z,Yes,45,2011
MCP9113004Z,No,45,2014
MCP2107002D,No,40,2012
MCP2107002D,Yes,40,2008
MCP11190071,Yes,25,2011
DM8458002T,Yes,35,2012
DM8458002T,No,35,2013
MCP1113002S,Yes,30,2018
DD5617001Z,Yes,45,2006
DD5617001Z,No,45,2019
MCP2720003Q,Yes,40,2003
MCP3044003N,Yes,5,2008
MCP2917004D,Yes,25,2018
EJ7870001H,Yes,15,2007
MCP2917004C,Yes,35,2010
MCP2917004C,No,35,2009
MCP1210003L,No,35,2016
MCP1210003L,Yes,35,2011
MCP2607004C,Yes,45,2004
MCP2607004C,No,45,2012
MCP3089002G,Yes,20,2013
MCP3089002G,No,20,2014
MCP137800QS,No,35,2015
MCP137800QS,Yes,35,2014
MCP3168000W,No,40,2016
MCP3168000W,Yes,40,2012
MCP3168000W,No,40,2013
MCP3168000W,No,40,2013
DD56150076,Yes,25,2015
DD56150076,No,25,2015
MCP2844003Q,No,35,2003
MCP2844003Q,Yes,35,2003
MCP1465004D,No,40,2012
MCP1465004D,Yes,40,2015
MCP1465004D,No,40,2011
MCP271700NX,Yes,35,2013
MCP3050003H,Yes,45,2004
MCP271700NX,No,35,2009
MCP3050003H,No,45,2018
MCP1020004C,Yes,25,2008
MCP3085001J,Yes,35,2018
MCP3085001J,No,35,2011
MCP29140090,No,40,2015
MCP29140090,Yes,35,2016
MCP3093001Z,Yes,25,2015
MCP3093001Z,No,25,2017
MCP2712003L,No,35,1999
MCP2712003L,Yes,35,2006
MCP271700NW,No,25,2003
MCP271700NW,No,35,2003
MCP3050003G,Yes,15,2004
MCP271700NW,Yes,35,2018
MCP3050003G,No,15,2015
MCP271700NW,No,25,2018
MCP229800NM,Yes,25,2014
MCP229800NM,No,25,2003
EJ7870001G,No,30,2017
MCP9318000Q,Yes,40,2011
EJ7870001G,Yes,30,2006
MCP9318000Q,No,40,2014
MCP2914008Z,Yes,35,2003
MCP2914008Z,No,35,2004
MCP2914008Z,No,35,2013
MCP2914008Z,No,35,2016
MCP3112002C,Yes,0,2006
MCP3112002C,No,0,2008
MCP229800NL,Yes,40,2003
EJ7826004G,Yes,15,2014
MCP23110068,Yes,35,2019
MCP23110068,No,35,2018
MCP3190000W,Yes,35,2005
MCP1366009C,Yes,0,2015
MCP1366009C,No,0,2015
MCP9442001T,Yes,35,2012
MCP9442001T,No,35,2009
MCP3104001K,Yes,15,2017
MCP3178000T,No,50,2000
MCP3178000T,Yes,50,2016
MCP3178000T,No,50,2017
MCP3178000T,No,50,2012
MCP31690011,Yes,35,2007
MCP31690011,No,35,2000
MCP2969006H,Yes,25,2018
MCP242500F0,Yes,30,2015
MCP242500F0,No,30,2012
MCP3188000N,Yes,25,2003
MCP3188000N,No,25,2016
MCP2046009Z,No,40,2011
MCP2046009Z,Yes,40,2018
HA24150011,No,25,2000
HA24150011,Yes,25,0
MCP27500042,No,35,2014
MCP27500042,Yes,35,2012
MCP2385001R,Yes,25,2013
MCP2515001Z,Yes,45,2015
MCP2515001Z,No,45,2016
EJ7876000N,No,35,2002
MCP3060002F,Yes,35,1999
MCP1608000V,Yes,40,2006
MCP3039003Z,No,30,2006
MCP3039003Z,Yes,30,2013
MCP1512001X,Yes,35,2008
MCP1512001X,No,35,2002
MCP2515001Y,No,45,2013
MCP1554004J,Yes,40,2019
MCP2515001Y,Yes,45,1998
MCP1554004J,Yes,40,2003
MCP12910021,No,40,2007
MCP12910021,Yes,40,2017
MCP2664004X,Yes,30,0
MCP2664004X,No,30,2008
MCP2766004W,No,45,2014
MCP2766004W,Yes,45,2002
MCP2446004K,No,30,2012
MCP2446004K,Yes,30,2008
DD5624002N,Yes,25,2007
MCP3063001Q,Yes,35,2016
MCP3063001Q,No,35,2013
MCP20480022,Yes,35,2015
MCP20480022,No,35,2003
MCP20770031,Yes,25,2017
MCP20770031,No,25,2016
MCP2766004V,Yes,45,2015
MCP2766004V,No,45,2012
MCP2708004V,Yes,25,2013
MCP2708004V,No,25,2013
MCP2399002Y,Yes,10,2002
MCP2767006F,No,35,2000
MCP2767006F,Yes,35,2015
MCP2780004L,No,40,2010
MCP2780004L,Yes,40,2015
HA23380006,No,25,2002
HA23380006,Yes,25,2015
MCP20160048,Yes,40,2018
MCP2952008L,No,35,2015
MCP2952008L,Yes,35,2004
MCP3112002D,Yes,25,2001
MCP3109002G,No,35,2015
MCP3109002G,Yes,35,2019
MCP3190000V,Yes,30,2019
MCP3176000J,Yes,35,2018
MCP2899002T,Yes,35,2005
MCP3000002N,Yes,45,2013
MCP26780025,Yes,45,2014
MCP2850001D,Yes,0,2019
MCP29780032,Yes,40,2009
MCP29780032,No,40,2018
MCP3158001G,Yes,35,2004
MCP3158001G,No,35,2013
MCP1393001Y,Yes,5,0
MCP26800037,No,35,2016
MCP26800037,Yes,35,2010
MCP3158001F,Yes,35,1955
MCP27990053,Yes,35,2016
MCP3168000T,No,40,2015
MCP3168000T,Yes,40,2017
MCP2914008X,Yes,0,1997
MCP2160001C,Yes,35,2003
MCP2160001C,No,35,2018
MCP2939003S,Yes,30,2013
MCP2939003S,No,30,2013
MCP2962003Y,Yes,35,2018
MCP2962003Y,No,35,2012
MCP9106001Y,Yes,35,2010
MCP9106001Y,No,35,2017
MCP31690010,Yes,35,2005
MCP31690010,No,35,2015
MCP23580065,Yes,35,2013
MCP2109000B,Yes,20,2015
MCP2109000B,No,20,2008
MCP3090002H,Yes,40,2005
MCP3090002H,No,40,2017
MCP3190000T,Unknown,35,2001
MCP3190000T,Unknown,35,2016
MCP3191000P,Yes,5,2007
MCP3191000P,No,0,2017
MCP2962003X,Yes,0,2004
MCP2962003X,No,0,2017
MCP2679002K,No,40,2019
MCP2679002K,Yes,40,2011
MCP29370036,Yes,50,2017
MCP29370036,No,55,2010
MCP31220024,Yes,15,2012
MCP2666002R,Yes,35,2003
MCP2666002R,No,35,2018
MCP2776002W,No,15,2005
MCP2776002W,Yes,15,2019
DM84370027,Yes,10,2006
MCP2954006X,No,30,2015
MCP2954006X,Yes,30,2013
MCP3144000Q,Yes,35,2008
MCP3144000Q,No,35,2007
EJ7869002Y,No,35,2011
DD55130005,Yes,50,2005
MCP3171000T,Unknown,30,2017
MCP3171000T,Unknown,30,2019
MCP2948003H,Yes,25,2004
MCP2948003H,No,25,2014
MCP31210022,No,35,2005
MCP31210022,No,35,2003
MCP31210022,Yes,35,2014
MCP31260019,No,35,2002
MCP31260019,Yes,35,2010
DM83880030,No,15,2008
MCP3148001C,Yes,35,0
MCP3148001C,No,35,2016
MCP2846004Z,Yes,35,2007
MCP2846004Z,No,35,2015
MCP29210031,No,35,2014
MCP29210031,Yes,35,2013
MCP2948003G,No,40,2015
MCP2948003G,Yes,40,2017
MCP2948003G,No,40,2011
MCP2738003B,No,35,2014
MCP2738003B,Unknown,35,2007
MCP3173000H,Yes,55,2002
MCP3173000H,No,55,2016
MCP3173000H,No,55,2017
MCP3029002S,No,35,2017
MCP3029002S,No,35,2012
MCP3040003N,Yes,15,2004
MCP2902003C,No,45,2007
MCP2902003C,No,45,2014
MCP2902003C,Yes,45,2016
MCP3119001J,No,25,2002
MCP3119001J,Yes,25,2005
MCP31050022,Yes,0,2008
MCP31050022,No,0,2014
MCP2046009Y,No,30,2006
MCP2046009Y,Yes,30,2013
MCP229800NK,Yes,45,1999
MCP229800NK,No,45,1999
MCP229800NK,No,45,2016
MCP3178000S,No,40,1997
MCP3178000S,Yes,40,2016
MCP3178000S,No,40,2014
MCP209400F2,No,40,2012
MCP209400F2,Yes,40,2013
MCP94040027,Yes,25,2012
MCP94040027,No,25,2010
MCP242500DZ,Yes,30,2013
MCP242500DZ,No,30,2016
MCP271700NV,No,25,2016
EJ77810026,Yes,15,2005
MCP271700NV,Yes,25,2015
EJ78330059,No,55,2012
EJ78330059,No,55,2006
EJ78330059,Yes,55,2018
MCP242500DY,Yes,30,2015
MCP242500DY,No,30,2016
MCP209400F1,Yes,35,2019
MCP209400F1,No,35,2019
MCP271700NT,No,35,2002
MCP271700NT,No,25,2014
MCP271700NT,Yes,35,2016
MCP26390075,No,40,2017
MCP26390075,Yes,40,2017
DD5607002T,Yes,25,2018
DD5607002T,No,25,2010
MCP3171000S,Yes,30,2016
MCP3171000S,No,30,1996
MCP3171000S,No,30,2011
MCP3079002C,Yes,50,2010
MCP3079002C,No,50,2017
MCP3129000X,Yes,25,2016
MCP3079002C,No,50,2011
MCP28550036,No,35,2010
MCP28550036,Yes,35,2004
MCP2291003N,Yes,0,2005
HA2433000X,No,25,2004
HA2433000X,No,25,2018
HA2433000X,Yes,25,2009
HA2433000X,No,25,2014
MCP2635005G,No,40,2002
MCP2635005G,Yes,40,1994
MCP3148001B,No,35,2018
MCP3148001B,Yes,35,2005
MCP3148001B,No,35,2016
MCP3148001B,No,35,2003
MCP3174000W,Yes,35,2000
MCP25120049,Yes,50,2018
MCP25120049,No,50,2009
EJ78730010,No,35,2015
MCP2995004X,Yes,35,2012
MCP2995004X,No,35,2016
MCP2995004X,No,35,2006
EJ78730010,Yes,35,2005
MCP27690015,Yes,35,2017
MCP27690015,No,35,2002
MCP2378000V,No,25,2014
MCP2378000V,Yes,25,2010
MCP2931003G,No,40,2013
MCP24870018,Yes,30,2014
MCP24870018,No,30,2016
MCP2931003G,Yes,40,1998
EJ7873000Z,Yes,35,2004
EJ7873000Z,No,35,2014
MCP3162002G,No,35,2013
MCP3162002G,Yes,35,2002
MCP3162002G,No,35,2013
MCP3162002G,No,35,2015
MCP3162002G,No,35,2015
MCP2203003Y,No,35,2001
MCP2203003Y,Yes,35,2006
MCP2877006X,No,25,2004
MCP2231004X,No,35,2003
MCP2231004X,Yes,35,2012
MCP3034003G,No,15,2018
MCP3034003G,Yes,15,2015
MCP12830013,Yes,35,2001
DM8304000F,Yes,25,2012
MCP1151009K,Yes,0,2001
DM8462000P,Yes,15,2016
DM8462000P,No,15,2009
MCP1182002G,Yes,35,1997
MCP1182002G,No,35,2014
MCP158000BH,Yes,10,2009
MCP242500DX,Yes,25,2007
MCP10640094,No,55,2009
MCP10640094,Yes,55,2019
MCP20470038,Yes,55,2016
MCP20470038,Yes,55,2013
MCP1438008L,Yes,45,2015
MCP1438008L,No,45,2014
MCP1151009L,No,45,2010
MCP1151009L,Yes,45,2009
MCP2813006S,Yes,15,2003
MCP2813006S,No,25,2014
MCP31540012,Yes,40,2009
MCP2788001W,Yes,25,2014
MCP2788001W,No,25,2016
EJ7863002C,No,30,2004
EJ7863002C,Yes,30,0
MCP3137000T,Yes,15,2007
EJ7875000G,No,35,2000
EJ7875000G,Yes,35,2014
MCP25120047,Yes,25,2017
MCP25120047,Yes,25,2007
MCP2710002S,Yes,25,1997
MCP2466002W,No,40,2013
MCP2466002W,Yes,40,2007
DD55270028,Yes,30,2016
DD55270028,No,5,2017
MCP27770057,No,25,2017
MCP27770057,Yes,25,2014
DD5595007H,No,35,2017
DD5595007H,Yes,35,2011
MCP3044003M,Yes,50,2018
MCP3044003M,No,50,2015
DD5635000Z,Yes,0,2004
EJ7871001P,Yes,35,2014
EJ7871001P,No,35,2016
MCP2995004W,Yes,45,2002
MCP2995004W,No,45,2013
MCP27190035,No,35,2016
MCP27190035,Yes,35,2016
MCP3174000V,No,35,2019
MCP3174000V,Yes,35,2016
MCP3089002F,No,30,2006
MCP3089002F,Yes,30,0
MCP3089002F,No,30,2013
EJ7837003N,Yes,35,2013
EJ7837003N,No,35,2017
EJ7837003N,No,35,2006
MCP2931003F,No,40,2005
MCP2931003F,Yes,40,2006
MCP3058002V,No,25,2016
MCP3058002V,Yes,25,2016
MCP9130007D,Yes,35,2016
MCP9130007D,No,35,2018
MCP25120048,Yes,40,2007
MCP25120048,No,40,2012
MCP2182001S,Yes,15,2015
MCP3181000M,Yes,5,2008
MCP2969006G,No,40,2013
MCP2969006G,Yes,40,2006
MCP9379002D,No,40,2009
MCP9379002D,Yes,40,2017
HA2424000Z,Unknown,5,2013
HA2424000Z,Unknown,5,2014
MCP9386006V,Yes,25,2006
MCP9386006V,Yes,30,2005
HA2389000W,Yes,5,2008
MCP30480057,No,35,2014
MCP1419001J,Yes,20,0
EJ7858003L,Yes,35,2010
EJ7858003L,No,35,2017
EJ7858003L,No,35,2008
MCP1309002K,Yes,40,2018
DD5634001T,No,40,2013
DD5634001T,No,40,2008
DD5634001T,Yes,40,2013
MCP3173000G,No,15,2015
MCP3173000G,Yes,15,2013
MCP3179000N,Yes,25,2006
EJ7875000F,No,55,2014
EJ7875000F,Yes,55,2007
EJ7863002B,Yes,25,2013
EJ7863002B,No,25,2000
MCP3104001H,No,40,2017
MCP3104001H,Yes,40,2005
MCP2941003G,No,35,2011
MCP2941003G,Yes,35,2007
MCP3170000T,Yes,30,2002
MCP102200CG,No,45,2013
MCP102200CG,Yes,45,2010
DD5635000X,Yes,0,2017
DD5630001G,No,40,2013
DD5630001G,Yes,40,2011
DD5630001G,No,40,2000
DD5630001G,No,40,2016
DD5630001F,Yes,25,2014
DD5625002D,Yes,30,2019
DD5625002D,No,30,2012
MCP28480082,No,30,2010
MCP28680034,No,25,2013
MCP28480082,Yes,30,2015
MCP28680034,Yes,25,2019
MCP102200CF,Yes,40,2008
MCP102200CF,No,40,2010
MCP229800NH,Yes,15,2018
MCP2107002C,Yes,15,2008
MCP9301002T,Unknown,35,2016
MCP9301002T,Yes,10,2014
DD56280023,No,30,2013
DD56280023,No,30,2015
DD56280023,Yes,30,2001
MCP1575008V,Yes,45,2004
MCP1575008V,No,45,2008
MCP28370031,No,40,2009
MCP9130007R,Yes,25,0
MCP9130007R,No,25,2018
MCP28370031,Yes,40,2007
MCP2598002V,No,35,2012
MCP2598002V,Yes,35,2017
MCP3086002K,Yes,15,1900
MCP1366009B,No,40,2013
MCP1366009B,Yes,40,2015
MCP26670060,No,35,2009
MCP26670060,No,35,2017
MCP26670060,Yes,35,2010
MCP2212003Z,No,40,2008
MCP2212003Z,Yes,40,2002
MCP2212003Z,No,40,2009
MCP158000BG,Yes,45,2005
MCP158000BG,No,45,2015
MCP2739002B,No,40,2012
MCP3173000F,Yes,5,2011
MCP2582002S,Yes,40,2012
MCP2720003P,No,10,2019
MCP2720003P,Yes,10,2004
MCP2767006D,Yes,20,1999
MCP2720003N,Yes,45,2004
MCP2720003N,No,45,2010
MCP2455002X,No,40,2016
MCP2455002X,Yes,40,1978
MCP2162003V,Yes,30,2017
MCP2162003V,No,30,2002
MCP22860029,Yes,10,2014
MCP3180000G,Yes,5,2016
MCP2780004K,No,0,2015
MCP2780004K,Yes,0,2007
MCP2948003F,Yes,25,2016
MCP2948003F,No,25,2014
EJ7871001M,Yes,25,2019
EJ7871001M,No,25,2007
MCP28710065,No,25,2015
MCP3181000L,Yes,25,2016
MCP3106001M,Unknown,25,0
MCP1213004G,No,40,2010
MCP1213004G,Yes,40,2001
MCP3169000Z,Yes,35,2001
MCP20880015,Yes,40,2012
MCP20880015,No,40,2000
MCP2894005S,Yes,40,2005
MCP3075002B,Yes,35,2007
MCP3075002B,No,35,2006
MCP3190000S,Yes,25,2004
MCP9422001R,Yes,35,2011
MCP3095001G,Yes,30,2001
MCP3095001G,No,30,2001
MCP29370035,Yes,50,2007
MCP29370035,No,50,2016
MCP24920015,Yes,50,2016
DM84030007,Yes,5,2013
MCP2586004T,Yes,35,1990
MCP3176000H,No,45,2012
MCP3176000H,Yes,45,2007
MCP3124002K,Yes,35,2013
MCP2515001X,Yes,30,2007
MCP2515001X,No,30,2017
MCP2708004T,No,35,2006
MCP2708004T,Yes,30,1999
MCP2904006Y,No,25,2013
DD56310023,Yes,35,2011
DD56310023,No,35,2016
MCP2917004B,No,40,2013
MCP2917004B,Yes,40,2006
MCP2934003Q,Yes,0,2014
MCP2515001W,Yes,0,2017
MCP2897001R,Yes,45,2009
MCP2897001R,No,45,2015
MCP31070018,No,10,2011
MCP31070018,Yes,10,2008
MCP2181002M,Yes,50,2018
MCP2181002M,No,50,2019
MCP2894005R,No,40,2013
MCP2894005R,Yes,40,2002
MCP2894005R,No,40,2013
MCP30230034,No,35,2010
MCP30230034,Yes,35,0
MCP30230034,Unknown,35,2010
MCP2916002X,No,35,2018
MCP2916002X,Yes,35,2016
MCP1519002V,Yes,25,2016
MCP1174003L,Yes,25,2012
MCP2916002W,No,15,2009
MCP2916002W,Yes,40,2011
MCP23580064,Yes,25,2014
MCP9106001X,No,30,2016
MCP9106001X,Yes,30,2019
MCP12050055,No,30,2007
MCP12050055,Yes,30,2016
MCP12050055,No,30,2011
MCP23510030,No,30,2009
MCP23510030,Yes,30,2011
MCP2031001Z,No,40,2011
MCP2351002Z,Yes,35,2016
MCP2351002Z,No,35,2015
MCP3109002F,Yes,35,2002
MCP3109002F,No,35,2015
MCP2305001L,Yes,40,2001
MCP29630021,No,35,2011
MCP29630021,Yes,35,2014
MCP3123001B,Yes,25,2016
MCP3123001B,No,40,2008
DM8338001N,Yes,10,2011
MCP26780024,Yes,35,2017
MCP27500041,Yes,35,2014
MCP2888001D,Yes,40,2017
MCP2888001D,No,40,2012
MCP3007003P,Yes,40,2011
MCP3007003P,No,40,2004
MCP3170000R,Yes,40,2010
MCP26150033,Yes,15,2007
MCP2664004W,Yes,5,2017
MCP26070049,No,10,2018
MCP26070049,Yes,10,2016
MCP2939003R,No,40,2013
MCP2939003R,No,40,2011
MCP2939003R,No,40,2016
MCP2939003R,No,40,2014
MCP2939003R,No,40,2014
MCP2939003R,Yes,40,2007
MCP29780031,No,40,2006
MCP29780031,Yes,40,2018
MCP28590071,Yes,35,1997
MCP28590071,No,35,2016
MCP2894005Q,No,35,2004
MCP2894005Q,Yes,35,2008
MCP3057001M,No,35,2010
MCP3057001M,Yes,35,2013
MCP2818004F,Yes,10,2001
MCP2357003M,No,35,2019
MCP2357003M,No,35,2016
MCP2357003M,Yes,35,2018
HA2424000Y,Unknown,25,2003
MCP3178000R,No,35,2006
MCP3178000R,Yes,35,2009
MCP31330016,No,30,2000
MCP31330016,Yes,30,2014
MCP3057001L,Yes,0,0
MCP2191002T,Yes,25,2007
MCP2191002T,No,25,2017
MCP3178000Q,No,40,2017
MCP3178000Q,Yes,40,2011
MCP12050054,No,35,1997
MCP12050054,Yes,35,2000
MCP23580063,No,45,2008
MCP23580063,Yes,45,2015
MCP3145001F,No,35,2015
MCP3145001F,Yes,35,2014
MCP3130001G,No,15,2006
MCP3130001G,Yes,15,2016
MCP2712003K,Yes,30,2005
DD5617001Y,Yes,25,2000
MCP1531000L,No,35,2014
MCP1531000L,Yes,45,2017
MCP2760002C,No,5,2018
MCP2760002C,Yes,5,2002
MCP3071001F,Yes,40,2016
MCP3071001F,No,40,2017
MCP2923005G,Yes,35,2014
MCP2923005G,No,35,2009
MCP20770030,Yes,25,0
MCP2830004M,Yes,0,0
MCP2686003B,Yes,5,2014
MCP3044003L,Yes,5,2002
MCP2948003D,No,30,2016
MCP2948003D,Yes,30,2011
DD5633001Q,Yes,5,2008
MCP3171000R,Yes,50,2008
MCP3171000R,No,50,2014
MCP2664004V,Yes,40,2018
MCP2664004V,No,40,2017
MCP20690005,No,35,2016
MCP20690005,No,35,2013
MCP20690005,Yes,35,2012
MCP20690005,No,35,2016
MCP27380039,Unknown,40,2007
MCP27380039,Unknown,40,2017
MCP1307000K,Yes,0,0
MCP3040003M,No,30,2018
MCP3040003M,Yes,30,2018
MCP31260018,No,40,2013
MCP31260018,Yes,40,2018
HA2435000B,No,30,2018
HA2435000B,Yes,30,2018
MCP2330001V,No,40,2014
MCP2330001V,Yes,40,2017
MCP2857002S,Yes,25,2013
MCP2857002S,No,25,2015
MCP2707001H,No,55,2010
MCP2707001H,Yes,55,2010
MCP2707001H,No,55,2017
MCP9379002C,Yes,5,2008
EJ7846003Z,Yes,5,2015
EJ7846003Z,No,5,2013
MCP1382004Y,No,35,2016
MCP1382004Y,Yes,35,2003
DM8458002S,Yes,35,0
DM8458002S,No,35,2013
MCP102200CD,Yes,0,2011
EJ78290060,Yes,25,2014
MCP10200049,Yes,25,2019
EJ77810025,No,35,2001
EJ77810025,Yes,35,1998
DD55980033,Yes,35,2011
DD55980033,No,35,2007
DD56200041,No,40,2013
DD56200041,Yes,40,2000
MCP2657002D,Yes,40,2006
MCP1020004B,Yes,30,2014
DD5633001P,No,35,2008
DD5633001P,Yes,35,2015
MCP2760002B,No,35,2017
MCP2760002B,Yes,35,2011
MCP2760002B,No,35,2019
MCP3117001Z,No,35,2007
MCP29630020,No,35,2010
MCP29630020,Yes,35,2010
MCP2805003G,No,35,2014
MCP2805003G,Yes,35,2007
MCP2805003G,No,35,2019
MCP25120046,No,30,2012
MCP25120046,Yes,30,2004
MCP2080000H,No,35,2004
MCP2080000H,Yes,5,2008
MCP3160001K,Yes,25,2002
MCP3160001K,No,25,2017
MCP2583000X,No,35,2016
MCP2583000X,Yes,35,2007
MCP31390018,No,45,2004
MCP31390018,Yes,45,2007
MCP31390018,No,45,2019
MCP31390018,No,45,2015
MCP23480052,No,25,2012
MCP23480052,Yes,25,2004
MCP2535001R,No,30,2014
MCP2535001R,Yes,30,2001
MCP22440033,No,35,2017
MCP22440033,Yes,35,2010
MCP3079002B,Yes,55,2009
MCP3079002B,No,55,2001
MCP31260017,Yes,40,1998
MCP31260017,No,40,2019
MCP3089002D,Unknown,20,2011
MCP3089002D,Unknown,20,2019
DD5633001N,Yes,40,2011
DD5633001N,No,40,2006
DD5633001N,No,40,2016
MCP9390001D,Yes,25,1999
MCP3089002C,Yes,20,2002
MCP3089002C,Yes,20,2017
MCP9390001D,No,25,2014
MCP3117001Y,No,5,2012
MCP3117001Y,Yes,5,2005
MCP3068002F,Yes,35,2015
MCP3068002F,No,35,2010
MCP3117001X,No,35,2003
MCP2995004V,Yes,25,1996
MCP3117001X,Yes,35,2014
MCP2995004V,No,25,2009
MCP1152000Q,Yes,35,2008
MCP1152000Q,No,35,2011
MCP28120054,Yes,30,2010
MCP28120054,No,30,2001
MCP23110067,Yes,35,2004
MCP23110067,No,35,2017
MCP25120045,No,35,2004
MCP25120045,Yes,35,2016
DM8439002S,No,25,2005
DM8439002S,Yes,25,2004
MCP2617007K,Yes,40,2004
MCP2617007K,No,40,2017
MCP2617007K,No,40,2012
MCP28370030,Yes,40,0
MCP28370030,No,40,2017
MCP23110066,Yes,35,2014
MCP23110066,No,35,2016
MCP23110066,No,35,2008
MCP0036009Z,Yes,30,2011
MCP0036009Z,No,30,2004
MCP3162002F,Yes,25,2013
MCP3162002F,No,25,2010
MCP2940003Q,Yes,35,2014
MCP2496000W,Yes,35,2019
MCP2496000W,No,35,2017
MCP2940003Q,No,35,2010
DD55980032,No,35,2011
DD55980032,Yes,35,2016
DD56200040,No,30,2010
DD56200040,Yes,30,2008
MCP2770002C,No,35,2015
MCP2770002C,Yes,35,2016
MCP2888001C,Yes,10,2009
MCP2888001C,No,10,2010
HA2287000D,Yes,25,2018
MCP09420023,No,25,2009
MCP09420023,Yes,25,2015
MCP3181000K,No,35,2017
MCP3181000K,Yes,35,2009
DD56110065,Yes,40,2008
DD56110065,No,40,2006
MCP3034003F,No,35,2012
MCP3034003F,Yes,35,2015
MCP28450050,Yes,40,2004
MCP28450050,Yes,40,2007
MCP28450050,No,40,2017
MCP3182000G,Yes,0,2009
MCP3182000G,Yes,0,2014
MCP26390073,Yes,35,2013
MCP26390073,No,35,2019
MCP31110011,Yes,30,2001
MCP31110011,No,30,2011
MCP3003003S,Yes,35,2011
MCP3003003S,No,35,2011
MCP1334007Y,No,25,2016
MCP1334007Y,Yes,25,2014
MCP3190000R,Yes,40,2018
DM8370001J,Yes,25,2014
DM8370001J,No,25,2017
DD55270027,Yes,5,1998
DD55270027,No,5,2011
MCP31260016,Yes,30,2009
MCP28930040,Yes,25,2018
MCP28930040,No,25,2015
MCP26390072,Yes,40,2016
MCP94320029,Yes,55,2005
MCP31380019,Yes,25,2007
MCP2450002K,Yes,40,0
MCP2450002K,No,40,2017
MCP3190000Q,No,50,2003
MCP3190000Q,Yes,50,2013
MCP3019002H,Yes,25,1965
MCP3019002H,No,25,2005
MCP13500017,Yes,35,2008
MCP13500017,No,35,2019
MCP13500017,No,35,2018
MCP9390001C,Yes,25,2008
MCP3058002T,Yes,15,2008
MCP3174000T,Yes,35,2005
MCP3174000T,No,35,2007
MCP3051002Y,No,35,2004
MCP3051002Y,Yes,25,2002
MCP2116009N,No,25,2019
MCP2116009N,Yes,25,2016
MCP2009000P,Yes,10,2014
MCP2009000P,No,10,2013
MCP271700NS,No,30,2019
MCP271700NS,Yes,30,2019
MCP28450051,Yes,5,2006
MCP3086002J,No,35,2004
MCP3086002J,Yes,35,1998
MCP3086002J,No,35,2015
MCP1182002F,No,35,2017
MCP1182002F,Yes,35,2007
MCP2398002R,Yes,35,2004
MCP2398002R,No,35,2015
MCP3181000J,Yes,25,2016
MCP2977005R,Yes,25,2006
MCP2977005R,No,35,2012
DD5634001S,Yes,25,2010
MCP2107002B,Yes,35,2008
MCP2107002B,No,35,2011
MCP2545000N,Yes,30,2015
MCP2545000N,No,30,2013
MCP94300004,Yes,15,2014
MCP102200CC,No,25,2018
MCP102200CC,Yes,25,2014
MCP3010003S,No,35,2008
MCP3010003S,Yes,35,2000
MCP15660015,Yes,50,1999
MCP15660015,No,40,2013
MCP2850001C,No,35,2018
MCP30660015,No,55,2007
MCP30660015,Yes,55,2009
MCP31400012,Yes,30,2008
MCP3187000H,Yes,25,2005
EJ7852002D,Yes,40,2005
MCP29360034,No,35,2015
MCP29360034,No,35,2004
MCP29360034,Yes,35,2015
MCP2198005H,No,35,2010
MCP2198005H,No,35,2016
MCP2198005H,Yes,35,2013
MCP28550035,Yes,40,0
MCP28550035,No,40,2005
MCP2967003S,Yes,25,2013
MCP2967003S,No,25,2004
MCP2964003R,Yes,15,2002
MCP3188000M,Yes,10,2015
MCP3188000M,No,10,2011
MCP0036009Y,Yes,30,2009
MCP271700NR,No,0,2005
MCP271700NR,Yes,0,2013
MCP26860038,Yes,5,2008
MCP26860038,No,5,2015
MCP2964003Q,Yes,15,2001
MCP229800NG,No,40,2016
MCP229800NG,Yes,40,2004
MCP2857002Q,Yes,35,2007
MCP2857002Q,No,35,2008
MCP2635005F,No,40,2015
